4.944064204587813001e+05,6.850814241079370258e+05
4.944421813317956403e+05,6.850798137483010069e+05
4.944091023030266515e+05,6.850790136345186038e+05
4.944187064660374308e+05,6.850764787202687003e+05
4.944093301555231446e+05,6.850750212952509755e+05
4.944091107230755733e+05,6.850814841350754723e+05
4.944068785598550458e+05,6.850726972449169261e+05
4.944346185560612939e+05,6.850503260396964615e+05
4.944063207399826497e+05,6.850503676605280489e+05
4.944397951485262602e+05,6.850504181998977438e+05
4.944204494006161694e+05,6.850743569710404845e+05
4.944448731204480864e+05,6.850739904687156668e+05
4.944276023989339010e+05,6.850510076950633666e+05
4.944135102249510237e+05,6.850751588067484554e+05
4.944076889044732670e+05,6.850698134577639867e+05
4.944262968472696957e+05,6.850630906024972210e+05
4.944216347624534392e+05,6.850774415995257441e+05
4.944155386988811078e+05,6.850769140317447018e+05
4.944233368151512113e+05,6.850721873542465037e+05
4.944127117249948205e+05,6.850716619742349721e+05
4.944113012357197003e+05,6.850694769023600966e+05
4.944284792695749202e+05,6.850610135878147557e+05
4.944135022566480329e+05,6.850558775140532525e+05
4.944146758929917705e+05,6.850518865907778963e+05
4.944342519731232896e+05,6.850732460638281191e+05
4.944305748832776444e+05,6.850699805786245270e+05
4.944379576005104464e+05,6.850695657278149156e+05
4.944061617299968493e+05,6.850610605786792003e+05
4.944361714296268765e+05,6.850812293676971458e+05
4.944167676024121465e+05,6.850807610081887105e+05
4.944137194691124023e+05,6.850792598916111747e+05
4.944057669091734570e+05,6.850783441283104476e+05
4.944328536061978666e+05,6.850755324158935109e+05
4.944066053835314815e+05,6.850761989700458944e+05
4.944189375690406887e+05,6.850682274807583308e+05
4.944062694819550379e+05,6.850649578403218184e+05
4.944151370244835271e+05,6.850647075184044661e+05
4.944181009890650748e+05,6.850571277405678993e+05
4.944211391040179878e+05,6.850809340446910355e+05
4.944286793499763589e+05,6.850760389207567787e+05
4.944286140689683962e+05,6.850717542415420758e+05
4.944229960245652474e+05,6.850645579266296700e+05
4.944236943294103839e+05,6.850544036198584363e+05
4.944264533746233210e+05,6.850519338360391557e+05
4.944306770486923051e+05,6.850780857948601479e+05
4.944232758253450156e+05,6.850757240798304556e+05
4.944349725683319848e+05,6.850668285383778857e+05
4.944213284160076291e+05,6.850622109142151894e+05
4.944385308362946962e+05,6.850616349260269199e+05
4.944433723168441793e+05,6.850588247783863917e+05
4.944382822259130189e+05,6.850587072037566686e+05
4.944213786611299729e+05,6.850587055279862834e+05
4.944166442913992214e+05,6.850520840933129657e+05
4.944238789145045448e+05,6.850795873970164685e+05
4.944411625008712290e+05,6.850700964848067379e+05
4.944172301052329713e+05,6.850620647139273351e+05
4.944124782300930237e+05,6.850621030267138267e+05
4.944146098960410454e+05,6.850597956857368117e+05
4.944357642710702494e+05,6.850537115821379703e+05
4.944064678316597710e+05,6.850527073916356312e+05
4.944165017262494075e+05,6.850732140116182854e+05
4.944216229318939731e+05,6.850699592029917985e+05
4.944119238488020492e+05,6.850655274979652604e+05
4.944383725188205135e+05,6.850658274857980432e+05
4.944409335730613093e+05,6.850605091425634455e+05
4.944348490289417095e+05,6.850703621440667193e+05
4.944257580261308467e+05,6.850662293581683189e+05
4.944305948403069051e+05,6.850664386253681732e+05
4.944356119622993865e+05,6.850622268458531471e+05
4.944356230611494975e+05,6.850599432749698171e+05
4.944165889544332749e+05,6.850700010654481594e+05
4.944283781437639846e+05,6.850580690572647145e+05
4.944335022153405589e+05,6.850546843661314342e+05
